FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening
"AL, Baldwin",2011,01003,Non-human activity,0,0,0
"AL, Jefferson",2011,01073,Human infections,3,3,0
"AL, Lee",2011,01081,Non-human activity,0,0,0
"AL, Mobile",2011,01097,Human infections,1,1,0
"AL, Tuscaloosa",2011,01125,Human infections,1,1,0
"AZ, Apache",2011,04001,Human infections,1,1,0
"AZ, Cochise",2011,04003,Non-human activity,0,0,0
"AZ, Coconino",2011,04005,Non-human activity,0,0,0
"AZ, Graham",2011,04009,Non-human activity,0,0,0
"AZ, La Paz",2011,04012,Non-human activity,0,0,0
"AZ, Maricopa",2011,04013,Human infections and non-human activity,45,31,6
"AZ, Mohave",2011,04015,Non-human activity,0,0,0
"AZ, Navajo",2011,04017,Human infections and non-human activity,1,0,0
"AZ, Pima",2011,04019,Human infections and non-human activity,19,16,7
"AZ, Pinal",2011,04021,Human infections and non-human activity,1,1,0
"AZ, Santa Cruz",2011,04023,Human infections,1,0,0
"AZ, Yavapai",2011,04025,Human infections,1,0,0
"AZ, Yuma",2011,04027,Non-human activity,0,0,0
"AR, Jefferson",2011,05069,Human infections,1,1,0
"CA, Alameda",2011,06001,Non-human activity,0,0,0
"CA, Amador",2011,06005,Human infections,1,1,0
"CA, Butte",2011,06007,Human infections and non-human activity,3,1,1
"CA, Contra Costa",2011,06013,Human infections and non-human activity,3,3,0
"CA, El Dorado",2011,06017,Human infections and non-human activity,1,1,0
"CA, Fresno",2011,06019,Human infections and non-human activity,9,4,3
"CA, Glenn",2011,06021,Human infections and non-human activity,1,1,0
"CA, Imperial",2011,06025,Non-human activity,0,0,0
"CA, Inyo",2011,06027,Non-human activity,0,0,0
"CA, Kern",2011,06029,Human infections and non-human activity,18,13,1
"CA, Kings",2011,06031,Human infections and non-human activity,1,0,1
"CA, Lake",2011,06033,Non-human activity,0,0,0
"CA, Los Angeles",2011,06037,Human infections and non-human activity,58,41,10
"CA, Madera",2011,06039,Human infections and non-human activity,2,1,0
"CA, Merced",2011,06047,Human infections and non-human activity,1,1,0
"CA, Nevada",2011,06057,Non-human activity,0,0,0
"CA, Orange",2011,06059,Human infections and non-human activity,10,10,0
"CA, Placer",2011,06061,Human infections and non-human activity,1,1,0
"CA, Riverside",2011,06065,Human infections and non-human activity,7,6,3
"CA, Sacramento",2011,06067,Human infections and non-human activity,4,1,0
"CA, San Bernardino",2011,06071,Human infections and non-human activity,4,4,2
"CA, San Diego",2011,06073,Non-human activity,0,0,0
"CA, San Joaquin",2011,06077,Human infections and non-human activity,5,3,1
"CA, Santa Barbara",2011,06083,Human infections,1,1,0
"CA, Santa Clara",2011,06085,Human infections and non-human activity,1,1,0
"CA, Santa Cruz",2011,06087,Human infections,1,1,0
"CA, Shasta",2011,06089,Non-human activity,0,0,0
"CA, Solano",2011,06095,Non-human activity,0,0,0
"CA, Sonoma",2011,06097,Non-human activity,0,0,0
"CA, Stanislaus",2011,06099,Human infections and non-human activity,11,7,0
"CA, Sutter",2011,06101,Non-human activity,0,0,0
"CA, Tehama",2011,06103,Human infections and non-human activity,1,1,0
"CA, Tulare",2011,06107,Human infections and non-human activity,11,7,3
"CA, Ventura",2011,06111,Non-human activity,0,0,0
"CA, Yolo",2011,06113,Non-human activity,0,0,0
"CA, Yuba",2011,06115,Human infections and non-human activity,3,0,2
"CO, Adams",2011,08001,Non-human activity,0,0,0
"CO, Alamosa",2011,08003,Non-human activity,0,0,0
"CO, Archuleta",2011,08007,Human infections,1,1,0
"CO, Boulder",2011,08013,Human infections and non-human activity,2,1,0
"CO, Delta",2011,08029,Human infections and non-human activity,1,0,0
"CO, Denver",2011,08031,Human infections,1,0,0
"CO, Jefferson",2011,08059,Non-human activity,0,0,0
"CO, La Plata",2011,08067,Human infections,1,0,0
"CO, Larimer",2011,08069,Human infections and non-human activity,1,0,0
"CO, Las Animas",2011,08071,Non-human activity,0,0,0
"CO, Logan",2011,08075,Non-human activity,0,0,0
"CO, Mesa",2011,08077,Non-human activity,0,0,0
"CO, Montrose",2011,08085,Non-human activity,0,0,0
"CO, Otero",2011,08089,Non-human activity,0,0,0
"CO, Prowers",2011,08099,Non-human activity,0,0,0
"CO, Pueblo",2011,08101,Human infections and non-human activity,0,0,1
"CO, Rio Grande",2011,08105,Non-human activity,0,0,0
"CO, Weld",2011,08123,Non-human activity,0,0,0
"CT, Fairfield",2011,09001,Human infections and non-human activity,6,5,0
"CT, Hartford",2011,09003,Human infections and non-human activity,1,1,0
