FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening
"AL, Autauga",2002,01001,Human infections and non-human activity,1,1,0
"AL, Baldwin",2002,01003,Non-human activity,0,0,0
"AL, Barbour",2002,01005,Human infections and non-human activity,1,0,0
"AL, Bibb",2002,01007,Non-human activity,0,0,0
"AL, Blount",2002,01009,Non-human activity,0,0,0
"AL, Bullock",2002,01011,Non-human activity,0,0,0
"AL, Butler",2002,01013,Non-human activity,0,0,0
"AL, Calhoun",2002,01015,Human infections and non-human activity,1,0,0
"AL, Chambers",2002,01017,Human infections and non-human activity,1,1,0
"AL, Cherokee",2002,01019,Non-human activity,0,0,0
"AL, Chilton",2002,01021,Non-human activity,0,0,0
"AL, Choctaw",2002,01023,Non-human activity,0,0,0
"AL, Clarke",2002,01025,Non-human activity,0,0,0
"AL, Clay",2002,01027,Non-human activity,0,0,0
"AL, Cleburne",2002,01029,Non-human activity,0,0,0
"AL, Coffee",2002,01031,Human infections and non-human activity,2,1,0
"AL, Colbert",2002,01033,Non-human activity,0,0,0
"AL, Conecuh",2002,01035,Non-human activity,0,0,0
"AL, Coosa",2002,01037,Non-human activity,0,0,0
"AL, Covington",2002,01039,Non-human activity,0,0,0
"AL, Crenshaw",2002,01041,Non-human activity,0,0,0
"AL, Cullman",2002,01043,Non-human activity,0,0,0
"AL, Dale",2002,01045,Human infections and non-human activity,2,2,0
"AL, Dallas",2002,01047,Human infections and non-human activity,1,1,0
"AL, De Kalb",2002,01049,Non-human activity,0,0,0
"AL, Elmore",2002,01051,Non-human activity,0,0,0
"AL, Escambia",2002,01053,Non-human activity,0,0,0
"AL, Etowah",2002,01055,Human infections and non-human activity,1,1,0
"AL, Fayette",2002,01057,Non-human activity,0,0,0
"AL, Franklin",2002,01059,Non-human activity,0,0,0
"AL, Geneva",2002,01061,Non-human activity,0,0,0
"AL, Greene",2002,01063,Non-human activity,0,0,0
"AL, Hale",2002,01065,Non-human activity,0,0,0
"AL, Henry",2002,01067,Non-human activity,0,0,0
"AL, Houston",2002,01069,Human infections and non-human activity,1,1,0
"AL, Jackson",2002,01071,Non-human activity,0,0,0
"AL, Jefferson",2002,01073,Human infections and non-human activity,12,7,0
"AL, Lamar",2002,01075,Non-human activity,0,0,0
"AL, Lauderdale",2002,01077,Non-human activity,0,0,0
"AL, Lawrence",2002,01079,Non-human activity,0,0,0
"AL, Lee",2002,01081,Non-human activity,0,0,0
"AL, Limestone",2002,01083,Non-human activity,0,0,0
"AL, Lowndes",2002,01085,Non-human activity,0,0,0
"AL, Macon",2002,01087,Non-human activity,0,0,0
"AL, Madison",2002,01089,Human infections and non-human activity,1,1,0
"AL, Marengo",2002,01091,Human infections and non-human activity,2,0,0
"AL, Marion",2002,01093,Human infections and non-human activity,1,1,0
"AL, Marshall",2002,01095,Non-human activity,0,0,0
"AL, Mobile",2002,01097,Human infections and non-human activity,5,4,0
"AL, Monroe",2002,01099,Non-human activity,0,0,0
"AL, Montgomery",2002,01101,Human infections and non-human activity,10,7,0
"AL, Morgan",2002,01103,Non-human activity,0,0,0
"AL, Perry",2002,01105,Non-human activity,0,0,0
"AL, Pickens",2002,01107,Non-human activity,0,0,0
"AL, Pike",2002,01109,Non-human activity,0,0,0
"AL, Randolph",2002,01111,Non-human activity,0,0,0
"AL, Russell",2002,01113,Non-human activity,0,0,0
