FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening
"AL, Baldwin",2019,01003,Human infections,1,1,0
"AL, Marshall",2019,01095,Non-human activity,0,0,0
"AL, Mobile",2019,01097,Human infections and non-human activity,3,2,1
"AL, Pickens",2019,01107,Human infections,1,1,0
AK,2019,02999,Human infections,1,0,1
"AZ, Apache",2019,04001,Human infections,1,1,0
"AZ, Cochise",2019,04003,Non-human activity,0,0,0
"AZ, Coconino",2019,04005,Non-human activity,0,0,0
"AZ, Gila",2019,04007,Human infections,1,1,0
"AZ, Maricopa",2019,04013,Human infections and non-human activity,155,116,23
"AZ, Mohave",2019,04015,Non-human activity,0,0,0
"AZ, Navajo",2019,04017,Human infections,4,3,0
"AZ, Pima",2019,04019,Human infections and non-human activity,10,8,0
"AZ, Pinal",2019,04021,Human infections and non-human activity,3,3,0
"AZ, Yuma",2019,04027,Non-human activity,0,0,0
"AR, Clark",2019,05019,Human infections,1,1,0
"AR, Columbia",2019,05027,Non-human activity,0,0,0
"AR, Craighead",2019,05031,Human infections,1,1,0
"AR, Faulkner",2019,05045,Human infections,0,0,1
"AR, Jefferson",2019,05069,Human infections,1,1,0
"AR, Lincoln",2019,05079,Human infections,1,0,1
"AR, Pulaski",2019,05119,Human infections,2,2,0
"AR, Saline",2019,05125,Human infections,1,0,0
"AR, Union",2019,05139,Human infections,1,1,0
"AR, Washington",2019,05143,Human infections,1,1,0
"CA, Alameda",2019,06001,Human infections,1,1,0
"CA, Amador",2019,06005,Human infections,1,1,0
"CA, Butte",2019,06007,Human infections and non-human activity,5,2,1
"CA, Colusa",2019,06011,Human infections and non-human activity,1,1,0
"CA, Contra Costa",2019,06013,Human infections and non-human activity,1,0,0
"CA, El Dorado",2019,06017,Human infections,0,0,1
"CA, Fresno",2019,06019,Human infections and non-human activity,51,21,4
"CA, Glenn",2019,06021,Non-human activity,0,0,0
"CA, Imperial",2019,06025,Human infections and non-human activity,3,3,0
"CA, Kern",2019,06029,Human infections and non-human activity,28,20,4
"CA, Kings",2019,06031,Human infections and non-human activity,3,1,0
"CA, Lake",2019,06033,Non-human activity,0,0,0
"CA, Los Angeles",2019,06037,Human infections and non-human activity,31,26,0
"CA, Madera",2019,06039,Human infections and non-human activity,3,2,1
"CA, Merced",2019,06047,Human infections and non-human activity,10,7,1
"CA, Orange",2019,06059,Human infections and non-human activity,5,3,1
"CA, Placer",2019,06061,Human infections and non-human activity,1,1,0
"CA, Plumas",2019,06063,Non-human activity,0,0,0
"CA, Riverside",2019,06065,Human infections and non-human activity,12,8,0
"CA, Sacramento",2019,06067,Human infections and non-human activity,4,4,0
"CA, San Benito",2019,06069,Non-human activity,0,0,0
"CA, San Bernardino",2019,06071,Human infections and non-human activity,7,7,2
"CA, San Diego",2019,06073,Human infections and non-human activity,3,2,0
"CA, San Joaquin",2019,06077,Human infections and non-human activity,7,5,1
"CA, San Luis Obispo",2019,06079,Human infections,2,0,0
"CA, Santa Clara",2019,06085,Human infections and non-human activity,1,1,0
"CA, Shasta",2019,06089,Non-human activity,0,0,0
"CA, Solano",2019,06095,Human infections and non-human activity,1,0,0
"CA, Stanislaus",2019,06099,Human infections and non-human activity,16,13,1
"CA, Sutter",2019,06101,Human infections and non-human activity,1,0,0
"CA, Tehama",2019,06103,Non-human activity,0,0,0
"CA, Tulare",2019,06107,Human infections and non-human activity,24,17,1
"CA, Tuolumne",2019,06109,Non-human activity,0,0,0
"CA, Ventura",2019,06111,Human infections and non-human activity,2,1,0
"CA, Yolo",2019,06113,Human infections and non-human activity,1,0,0
"CA, Yuba",2019,06115,Non-human activity,0,0,0
"CO, Adams",2019,08001,Human infections and non-human activity,9,6,3
"CO, Arapahoe",2019,08005,Human infections,3,3,2
"CO, Archuleta",2019,08007,Human infections,1,1,0
"CO, Boulder",2019,08013,Human infections and non-human activity,12,4,0
"CO, Broomfield",2019,08014,Human infections,1,0,1
"CO, Delta",2019,08029,Human infections and non-human activity,33,10,0
"CO, Denver",2019,08031,Human infections,2,2,0
"CO, Douglas",2019,08035,Human infections,0,0,1
"CO, Elbert",2019,08039,Human infections,1,1,0
"CO, Fremont",2019,08043,Human infections,0,0,1
"CO, Garfield",2019,08045,Non-human activity,0,0,0
"CO, Jefferson",2019,08059,Human infections,8,3,2
"CO, La Plata",2019,08067,Human infections and non-human activity,6,3,0
"CO, Larimer",2019,08069,Human infections and non-human activity,7,1,0
"CO, Las Animas",2019,08071,Non-human activity,0,0,0
"CO, Logan",2019,08075,Human infections,2,2,0
"CO, Mesa",2019,08077,Human infections and non-human activity,6,2,0
"CO, Montezuma",2019,08083,Human infections,4,2,0
"CO, Montrose",2019,08085,Human infections and non-human activity,9,4,0
"CO, Morgan",2019,08087,Human infections,1,0,0
"CO, Otero",2019,08089,Human infections,1,0,0
"CO, Pitkin",2019,08097,Human infections,1,0,0
"CO, Pueblo",2019,08101,Human infections and non-human activity,3,2,0
"CO, Rio Blanco",2019,08103,Human infections and non-human activity,1,0,0
"CO, San Miguel",2019,08113,Human infections,1,1,0
"CO, Teller",2019,08119,Human infections,1,1,0
"CO, Weld",2019,08123,Human infections and non-human activity,9,4,1
"CT, Fairfield",2019,09001,Human infections and non-human activity,1,1,0
"CT, Hartford",2019,09003,Non-human activity,0,0,0
"CT, Middlesex",2019,09007,Non-human activity,0,0,0
"CT, New Haven",2019,09009,Non-human activity,0,0,0
"CT, New London",2019,09011,Non-human activity,0,0,0
"CT, Windham",2019,09015,Non-human activity,0,0,0
"DE, Kent",2019,10001,Non-human activity,0,0,0
"DE, New Castle",2019,10003,Non-human activity,0,0,0
"DE, Sussex",2019,10005,Non-human activity,0,0,0
"DC, Washington",2019,11001,Human infections and non-human activity,11,9,0
"FL, Alachua",2019,12001,Non-human activity,0,0,0
"FL, Bay",2019,12005,Human infections,0,0,1
"FL, Brevard",2019,12009,Non-human activity,0,0,0
"FL, Broward",2019,12011,Non-human activity,0,0,0
"FL, Charlotte",2019,12015,Non-human activity,0,0,0
"FL, Citrus",2019,12017,Non-human activity,0,0,0
"FL, Duval",2019,12031,Human infections and non-human activity,1,1,0
"FL, Hernando",2019,12053,Non-human activity,0,0,0
"FL, Hillsborough",2019,12057,Non-human activity,0,0,0
"FL, Indian River",2019,12061,Non-human activity,0,0,0
"FL, Lake",2019,12069,Non-human activity,0,0,0
"FL, Lee",2019,12071,Non-human activity,0,0,0
"FL, Leon",2019,12073,Non-human activity,0,0,0
"FL, Madison",2019,12079,Non-human activity,0,0,0
"FL, Manatee",2019,12081,Non-human activity,0,0,0
"FL, Martin",2019,12085,Non-human activity,0,0,0
"FL, Nassau",2019,12089,Non-human activity,0,0,0
"FL, Orange",2019,12095,Non-human activity,0,0,0
"FL, Osceola",2019,12097,Non-human activity,0,0,0
"FL, Palm Beach",2019,12099,Non-human activity,0,0,0
"FL, Pasco",2019,12101,Non-human activity,0,0,0
"FL, Pinellas",2019,12103,Non-human activity,0,0,0
"FL, Polk",2019,12105,Non-human activity,0,0,0
"FL, Putnam",2019,12107,Non-human activity,0,0,0
"FL, St Johns",2019,12109,Non-human activity,0,0,0
"FL, St Lucie",2019,12111,Non-human activity,0,0,0
"FL, Sarasota",2019,12115,Non-human activity,0,0,0
"FL, Seminole",2019,12117,Non-human activity,0,0,0
"FL, Sumter",2019,12119,Human infections and non-human activity,1,1,0
"FL, Volusia",2019,12127,Non-human activity,0,0,0
"FL, Walton",2019,12131,Non-human activity,0,0,0
"GA, Bibb",2019,13021,Human infections,1,1,0
"GA, Camden",2019,13039,Human infections,1,0,0
"GA, Chatham",2019,13051,Human infections and non-human activity,1,1,1
"GA, De Kalb",2019,13089,Human infections and non-human activity,1,0,0
"GA, Fulton",2019,13121,Human infections and non-human activity,6,4,1
"GA, Glynn",2019,13127,Non-human activity,0,0,0
"GA, Gwinnett",2019,13135,Human infections,1,1,0
"GA, Lowndes",2019,13185,Non-human activity,0,0,0
"GA, Mitchell",2019,13205,Human infections,1,0,0
"GA, Muscogee",2019,13215,Human infections,1,1,0
"GA, Pierce",2019,13229,Human infections,1,1,0
"ID, Ada",2019,16001,Human infections and non-human activity,2,1,0
"ID, Adams",2019,16003,Non-human activity,0,0,0
"ID, Canyon",2019,16027,Human infections and non-human activity,1,0,0
"ID, Elmore",2019,16039,Human infections and non-human activity,1,1,0
"ID, Gem",2019,16045,Non-human activity,0,0,0
"ID, Gooding",2019,16047,Non-human activity,0,0,0
"ID, Owyhee",2019,16073,Human infections and non-human activity,3,1,1
"ID, Payette",2019,16075,Human infections and non-human activity,1,0,1
"ID, Twin Falls",2019,16083,Human infections and non-human activity,1,0,2
"ID, Washington",2019,16087,Human infections and non-human activity,4,2,2
"IL, Adams",2019,17001,Non-human activity,0,0,0
"IL, Bureau",2019,17011,Non-human activity,0,0,0
"IL, Clay",2019,17025,Non-human activity,0,0,0
"IL, Cook",2019,17031,Human infections and non-human activity,14,10,0
"IL, De Kalb",2019,17037,Non-human activity,0,0,0
"IL, Du Page",2019,17043,Human infections and non-human activity,6,6,0
"IL, Franklin",2019,17055,Human infections and non-human activity,1,1,0
"IL, Fulton",2019,17057,Non-human activity,0,0,0
"IL, Gallatin",2019,17059,Non-human activity,0,0,0
"IL, Grundy",2019,17063,Non-human activity,0,0,0
"IL, Hamilton",2019,17065,Non-human activity,0,0,0
"IL, Henderson",2019,17071,Non-human activity,0,0,0
"IL, Henry",2019,17073,Non-human activity,0,0,0
"IL, Jackson",2019,17077,Non-human activity,0,0,0
"IL, Kane",2019,17089,Non-human activity,0,0,0
"IL, Kankakee",2019,17091,Human infections,1,0,0
"IL, Kendall",2019,17093,Non-human activity,0,0,0
"IL, Lake",2019,17097,Non-human activity,0,0,0
"IL, La Salle",2019,17099,Non-human activity,0,0,0
"IL, Mchenry",2019,17111,Non-human activity,0,0,0
"IL, Macon",2019,17115,Non-human activity,0,0,0
"IL, Macoupin",2019,17117,Non-human activity,0,0,0
"IL, Madison",2019,17119,Non-human activity,0,0,0
"IL, Marion",2019,17121,Non-human activity,0,0,0
"IL, Marshall",2019,17123,Non-human activity,0,0,0
"IL, Massac",2019,17127,Human infections and non-human activity,1,1,0
"IL, Menard",2019,17129,Non-human activity,0,0,0
"IL, Mercer",2019,17131,Non-human activity,0,0,0
"IL, Monroe",2019,17133,Non-human activity,0,0,0
"IL, Montgomery",2019,17135,Non-human activity,0,0,0
"IL, Ogle",2019,17141,Non-human activity,0,0,0
"IL, Peoria",2019,17143,Human infections,1,1,0
"IL, Perry",2019,17145,Non-human activity,0,0,0
"IL, Rock Island",2019,17161,Non-human activity,0,0,0
"IL, St Clair",2019,17163,Human infections and non-human activity,2,2,0
"IL, Sangamon",2019,17167,Human infections and non-human activity,1,1,0
"IL, Scott",2019,17171,Human infections and non-human activity,1,0,0
"IL, Tazewell",2019,17179,Non-human activity,0,0,0
"IL, Warren",2019,17187,Non-human activity,0,0,0
"IL, Wayne",2019,17191,Non-human activity,0,0,0
"IL, White",2019,17193,Non-human activity,0,0,0
"IL, Whiteside",2019,17195,Non-human activity,0,0,0
"IL, Will",2019,17197,Non-human activity,0,0,0
"IL, Williamson",2019,17199,Non-human activity,0,0,0
"IL, Winnebago",2019,17201,Non-human activity,0,0,0
"IL, Woodford",2019,17203,Non-human activity,0,0,0
"IN, Allen",2019,18003,Non-human activity,0,0,0
"IN, Boone",2019,18011,Non-human activity,0,0,0
"IN, Brown",2019,18013,Non-human activity,0,0,0
"IN, Clark",2019,18019,Non-human activity,0,0,0
"IN, Clinton",2019,18023,Non-human activity,0,0,0
"IN, Crawford",2019,18025,Human infections and non-human activity,1,1,0
"IN, Elkhart",2019,18039,Non-human activity,0,0,0
"IN, Floyd",2019,18043,Non-human activity,0,0,0
"IN, Gibson",2019,18051,Non-human activity,0,0,0
"IN, Hamilton",2019,18057,Human infections and non-human activity,1,1,0
"IN, Harrison",2019,18061,Non-human activity,0,0,0
"IN, Henry",2019,18065,Non-human activity,0,0,0
"IN, Howard",2019,18067,Non-human activity,0,0,0
"IN, Jasper",2019,18073,Non-human activity,0,0,0
"IN, Jennings",2019,18079,Non-human activity,0,0,0
"IN, Johnson",2019,18081,Non-human activity,0,0,0
"IN, Knox",2019,18083,Non-human activity,0,0,0
"IN, Kosciusko",2019,18085,Non-human activity,0,0,0
"IN, La Grange",2019,18087,Non-human activity,0,0,0
"IN, Lake",2019,18089,Human infections and non-human activity,1,1,0
"IN, Marion",2019,18097,Human infections and non-human activity,1,1,0
"IN, Perry",2019,18123,Non-human activity,0,0,0
"IN, Porter",2019,18127,Non-human activity,0,0,0
"IN, Randolph",2019,18135,Non-human activity,0,0,0
"IN, St Joseph",2019,18141,Non-human activity,0,0,0
"IN, Scott",2019,18143,Non-human activity,0,0,0
"IN, Sullivan",2019,18153,Non-human activity,0,0,0
"IN, Tippecanoe",2019,18157,Non-human activity,0,0,0
"IN, Union",2019,18161,Non-human activity,0,0,0
"IN, Vigo",2019,18167,Non-human activity,0,0,0
"IN, Warrick",2019,18173,Non-human activity,0,0,0
"IN, Washington",2019,18175,Non-human activity,0,0,0
"IN, Wayne",2019,18177,Non-human activity,0,0,0
"IN, Whitley",2019,18183,Non-human activity,0,0,0
"IA, Audubon",2019,19009,Human infections,1,0,0
"IA, Davis",2019,19051,Non-human activity,0,0,0
"IA, Harrison",2019,19085,Human infections,1,1,0
"IA, Humboldt",2019,19091,Human infections,0,0,1
"IA, Mitchell",2019,19131,Non-human activity,0,0,0
"IA, Polk",2019,19153,Non-human activity,0,0,0
"IA, Sioux",2019,19167,Human infections,1,0,0
"IA, Union",2019,19175,Non-human activity,0,0,0
"IA, Woodbury",2019,19193,Human infections,2,0,0
"KS, Barton",2019,20009,Human infections,2,1,0
"KS, Crawford",2019,20037,Human infections,1,0,0
"KS, Douglas",2019,20045,Human infections,1,1,0
"KS, Harvey",2019,20079,Human infections,0,0,1
"KS, Haskell",2019,20081,Human infections,1,1,0
"KS, Johnson",2019,20091,Human infections,1,1,0
"KS, Lincoln",2019,20105,Human infections,1,0,0
"KS, Linn",2019,20107,Human infections,1,0,0
"KS, Mcpherson",2019,20113,Human infections,1,0,0
"KS, Sedgwick",2019,20173,Human infections and non-human activity,3,3,1
"KS, Sherman",2019,20181,Human infections,1,0,0
"KY, Boone",2019,21015,Non-human activity,0,0,0
"KY, Boyle",2019,21021,Non-human activity,0,0,0
"KY, Bullitt",2019,21029,Non-human activity,0,0,0
"KY, Campbell",2019,21037,Human infections,1,0,0
"KY, Fayette",2019,21067,Human infections and non-human activity,1,1,0
"KY, Greenup",2019,21089,Non-human activity,0,0,0
"KY, Jefferson",2019,21111,Human infections and non-human activity,2,1,0
"KY, Kenton",2019,21117,Human infections,2,0,0
"KY, Mccracken",2019,21145,Human infections,2,1,0
"KY, Metcalfe",2019,21169,Human infections,1,0,0
"KY, Powell",2019,21197,Non-human activity,0,0,0
"KY, Warren",2019,21227,Human infections,1,1,0
"LA, Ascension Parish",2019,22005,Non-human activity,0,0,0
"LA, Assumption Parish",2019,22007,Non-human activity,0,0,0
"LA, Beauregard Parish",2019,22011,Non-human activity,0,0,0
"LA, Caddo Parish",2019,22017,Human infections and non-human activity,2,2,1
"LA, Calcasieu Parish",2019,22019,Non-human activity,0,0,0
"LA, East Baton Rouge Parish",2019,22033,Human infections and non-human activity,4,1,0
"LA, Iberia Parish",2019,22045,Non-human activity,0,0,0
"LA, Jefferson Parish",2019,22051,Non-human activity,0,0,0
"LA, Jefferson Davis Parish",2019,22053,Non-human activity,0,0,0
"LA, Lafourche Parish",2019,22057,Non-human activity,0,0,0
"LA, Livingston Parish",2019,22063,Human infections,3,3,0
"LA, Morehouse Parish",2019,22067,Human infections,1,1,0
"LA, Natchitoches Parish",2019,22069,Human infections,1,0,0
