FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening
"AL, Baldwin",2012,01003,Human infections and non-human activity,6,4,2
"AL, Butler",2012,01013,Human infections,0,0,1
"AL, Calhoun",2012,01015,Human infections,1,0,0
"AL, Choctaw",2012,01023,Non-human activity,0,0,0
"AL, Coffee",2012,01031,Human infections and non-human activity,1,1,0
"AL, Crenshaw",2012,01041,Human infections,1,1,0
"AL, Dale",2012,01045,Human infections,2,0,1
"AL, Dallas",2012,01047,Human infections,1,1,0
"AL, De Kalb",2012,01049,Non-human activity,0,0,0
"AL, Escambia",2012,01053,Human infections,1,0,0
"AL, Geneva",2012,01061,Human infections,6,3,0
"AL, Houston",2012,01069,Human infections and non-human activity,8,4,0
"AL, Jefferson",2012,01073,Human infections and non-human activity,5,5,0
"AL, Lauderdale",2012,01077,Human infections,1,1,0
"AL, Lee",2012,01081,Non-human activity,0,0,0
"AL, Limestone",2012,01083,Non-human activity,0,0,0
"AL, Madison",2012,01089,Human infections,1,1,0
"AL, Marengo",2012,01091,Human infections and non-human activity,1,1,0
"AL, Marion",2012,01093,Non-human activity,0,0,0
"AL, Mobile",2012,01097,Human infections and non-human activity,9,5,1
"AL, Montgomery",2012,01101,Human infections and non-human activity,11,7,5
"AL, Perry",2012,01105,Human infections,1,0,0
"AL, Pike",2012,01109,Non-human activity,0,0,0
"AL, Shelby",2012,01117,Human infections,1,1,0
"AL, Tuscaloosa",2012,01125,Human infections,3,1,0
"AL, Wilcox",2012,01131,Human infections,1,1,0
"AL, Winston",2012,01133,Human infections,1,1,0
"AZ, Apache",2012,04001,Non-human activity,0,0,0
"AZ, La Paz",2012,04012,Human infections and non-human activity,2,2,0
"AZ, Maricopa",2012,04013,Human infections and non-human activity,88,54,15
"AZ, Mohave",2012,04015,Human infections,1,1,1
"AZ, Pima",2012,04019,Human infections and non-human activity,33,26,8
"AZ, Pinal",2012,04021,Human infections and non-human activity,8,4,3
"AZ, Yavapai",2012,04025,Non-human activity,0,0,0
"AZ, Yuma",2012,04027,Human infections and non-human activity,1,0,0
"AR, Ashley",2012,05003,Human infections and non-human activity,1,1,0
"AR, Benton",2012,05007,Human infections,2,2,0
"AR, Bradley",2012,05011,Human infections,2,2,0
"AR, Chicot",2012,05017,Non-human activity,0,0,0
"AR, Clark",2012,05019,Human infections,1,0,0
"AR, Columbia",2012,05027,Human infections,4,3,0
"AR, Craighead",2012,05031,Human infections,1,0,0
"AR, Crawford",2012,05033,Human infections,1,1,1
"AR, Crittenden",2012,05035,Human infections,1,0,0
"AR, Dallas",2012,05039,Non-human activity,0,0,0
"AR, Desha",2012,05041,Human infections,1,0,0
"AR, Drew",2012,05043,Human infections,2,1,0
"AR, Faulkner",2012,05045,Human infections,1,1,0
"AR, Hempstead",2012,05057,Human infections,3,1,0
"AR, Howard",2012,05061,Non-human activity,0,0,0
"AR, Izard",2012,05065,Non-human activity,0,0,0
"AR, Jackson",2012,05067,Non-human activity,0,0,0
"AR, Jefferson",2012,05069,Human infections,2,1,0
"AR, Little River",2012,05081,Human infections and non-human activity,1,0,0
"AR, Logan",2012,05083,Non-human activity,0,0,0
"AR, Lonoke",2012,05085,Human infections,2,2,0
"AR, Madison",2012,05087,Human infections,1,0,0
"AR, Miller",2012,05091,Human infections,5,3,0
"AR, Ouachita",2012,05103,Human infections,1,1,0
"AR, Phillips",2012,05107,Human infections,1,1,0
"AR, Pope",2012,05115,Human infections,1,0,1
"AR, Pulaski",2012,05119,Human infections,14,12,1
"AR, Randolph",2012,05121,Human infections,1,1,0
"AR, St Francis",2012,05123,Human infections,1,1,0
"AR, Saline",2012,05125,Human infections,3,2,0
"AR, Searcy",2012,05129,Non-human activity,0,0,0
"AR, Sebastian",2012,05131,Human infections,2,1,1
"AR, Union",2012,05139,Human infections,6,4,0
"AR, Washington",2012,05143,Human infections,3,3,0
"CA, Alameda",2012,06001,Human infections and non-human activity,2,2,0
"CA, Butte",2012,06007,Human infections and non-human activity,10,3,0
"CA, Calaveras",2012,06009,Non-human activity,0,0,0
"CA, Colusa",2012,06011,Human infections and non-human activity,3,1,0
"CA, Contra Costa",2012,06013,Human infections and non-human activity,4,3,0
"CA, El Dorado",2012,06017,Non-human activity,0,0,0
"CA, Fresno",2012,06019,Human infections and non-human activity,24,12,5
"CA, Glenn",2012,06021,Human infections and non-human activity,7,2,1
"CA, Imperial",2012,06025,Human infections and non-human activity,1,0,0
"CA, Kern",2012,06029,Human infections and non-human activity,25,13,6
"CA, Kings",2012,06031,Human infections and non-human activity,3,0,1
"CA, Lake",2012,06033,Human infections and non-human activity,1,0,0
"CA, Los Angeles",2012,06037,Human infections and non-human activity,163,119,20
"CA, Madera",2012,06039,Human infections and non-human activity,3,2,0
"CA, Marin",2012,06041,Non-human activity,0,0,0
"CA, Mendocino",2012,06045,Non-human activity,0,0,0
"CA, Merced",2012,06047,Human infections and non-human activity,13,8,1
"CA, Monterey",2012,06053,Human infections,1,1,0
