FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening
"AL, Baldwin",2007,01003,Non-human activity,0,0,0
"AL, Butler",2007,01013,Human infections and non-human activity,2,1,0
"AL, Chambers",2007,01017,Human infections,1,1,0
"AL, Conecuh",2007,01035,Non-human activity,0,0,0
"AL, Cullman",2007,01043,Human infections,1,0,0
"AL, Geneva",2007,01061,Human infections,1,0,0
"AL, Houston",2007,01069,Human infections,1,1,0
"AL, Jefferson",2007,01073,Non-human activity,0,0,0
"AL, Lee",2007,01081,Non-human activity,0,0,0
"AL, Madison",2007,01089,Human infections,1,0,0
"AL, Marshall",2007,01095,Human infections,2,1,0
"AL, Mobile",2007,01097,Human infections and non-human activity,1,1,0
"AL, Montgomery",2007,01101,Human infections and non-human activity,13,11,0
"AL, Russell",2007,01113,Human infections,1,1,0
"AL, Shelby",2007,01117,Non-human activity,0,0,0
"AZ, Apache",2007,04001,Human infections and non-human activity,1,0,0
"AZ, Cochise",2007,04003,Non-human activity,0,0,0
"AZ, Coconino",2007,04005,Human infections and non-human activity,2,0,0
"AZ, Gila",2007,04007,Human infections,1,1,0
"AZ, Graham",2007,04009,Human infections and non-human activity,3,1,0
"AZ, La Paz",2007,04012,Non-human activity,0,0,0
"AZ, Maricopa",2007,04013,Human infections and non-human activity,68,35,9
"AZ, Mohave",2007,04015,Human infections,1,1,0
"AZ, Navajo",2007,04017,Non-human activity,0,0,0
"AZ, Pima",2007,04019,Human infections and non-human activity,15,9,5
"AZ, Pinal",2007,04021,Human infections and non-human activity,6,3,0
"AZ, Santa Cruz",2007,04023,Non-human activity,0,0,0
"AZ, Yavapai",2007,04025,Non-human activity,0,0,0
"AZ, Yuma",2007,04027,Non-human activity,0,0,0
"AR, Arkansas",2007,05001,Human infections and non-human activity,1,1,0
"AR, Ashley",2007,05003,Non-human activity,0,0,0
"AR, Baxter",2007,05005,Non-human activity,0,0,0
"AR, Benton",2007,05007,Non-human activity,0,0,0
"AR, Bradley",2007,05011,Non-human activity,0,0,0
"AR, Clark",2007,05019,Human infections,1,0,0
"AR, Cleveland",2007,05025,Human infections,1,1,0
"AR, Craighead",2007,05031,Non-human activity,0,0,0
"AR, Crittenden",2007,05035,Non-human activity,0,0,0
"AR, Drew",2007,05043,Human infections,2,1,0
"AR, Greene",2007,05055,Non-human activity,0,0,0
"AR, Independence",2007,05063,Non-human activity,0,0,0
"AR, Jefferson",2007,05069,Human infections and non-human activity,3,2,0
"AR, Lee",2007,05077,Non-human activity,0,0,0
