FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening
"AL, Autauga",2020,01001,Human infections,1,1,0
"AL, Chambers",2020,01017,Human infections,0,0,1
"AL, Dallas",2020,01047,Human infections,1,1,0
"AL, Elmore",2020,01051,Human infections,1,0,0
"AL, Jefferson",2020,01073,Human infections,1,1,0
"AL, Lee",2020,01081,Human infections,0,0,1
"AL, Madison",2020,01089,Human infections,0,0,1
"AL, Mobile",2020,01097,Human infections and non-human activity,3,2,0
"AL, Morgan",2020,01103,Human infections,1,1,0
"AL, Tuscaloosa",2020,01125,Human infections,1,1,0
"AZ, Cochise",2020,04003,Human infections,2,0,1
"AZ, La Paz",2020,04012,Human infections,1,1,0
"AZ, Maricopa",2020,04013,Human infections and non-human activity,4,4,0
"AZ, Mohave",2020,04015,Non-human activity,0,0,0
"AZ, Pima",2020,04019,Human infections and non-human activity,2,2,0
"AZ, Pinal",2020,04021,Human infections and non-human activity,1,0,0
"AZ, Yavapai",2020,04025,Human infections and non-human activity,1,0,0
"AZ, Yuma",2020,04027,Human infections and non-human activity,1,1,0
"AR, Newton",2020,05101,Non-human activity,0,0,0
"AR, Saline",2020,05125,Human infections,1,1,0
"CA, Alameda",2020,06001,Non-human activity,0,0,0
"CA, Alpine",2020,06003,Non-human activity,0,0,0
"CA, Amador",2020,06005,Non-human activity,0,0,0
"CA, Butte",2020,06007,Human infections and non-human activity,4,4,0
"CA, Calaveras",2020,06009,Non-human activity,0,0,0
"CA, Contra Costa",2020,06013,Human infections and non-human activity,4,4,1
"CA, El Dorado",2020,06017,Human infections,1,1,0
"CA, Fresno",2020,06019,Human infections and non-human activity,10,8,3
"CA, Glenn",2020,06021,Human infections and non-human activity,1,0,0
"CA, Imperial",2020,06025,Human infections and non-human activity,1,0,0
"CA, Kern",2020,06029,Human infections and non-human activity,8,6,2
"CA, Kings",2020,06031,Human infections and non-human activity,2,1,0
"CA, Lake",2020,06033,Human infections and non-human activity,2,1,0
"CA, Los Angeles",2020,06037,Human infections and non-human activity,90,75,7
"CA, Madera",2020,06039,Human infections and non-human activity,6,3,1
"CA, Marin",2020,06041,Non-human activity,0,0,0
"CA, Merced",2020,06047,Human infections and non-human activity,12,7,2
"CA, Modoc",2020,06049,Non-human activity,0,0,0
"CA, Napa",2020,06055,Non-human activity,0,0,0
"CA, Nevada",2020,06057,Non-human activity,0,0,0
"CA, Orange",2020,06059,Human infections and non-human activity,17,11,3
"CA, Placer",2020,06061,Human infections and non-human activity,2,2,0
"CA, Riverside",2020,06065,Human infections and non-human activity,10,7,3
"CA, Sacramento",2020,06067,Human infections and non-human activity,7,5,2
"CA, San Bernardino",2020,06071,Human infections and non-human activity,3,2,0
"CA, San Diego",2020,06073,Human infections and non-human activity,1,1,0
"CA, San Joaquin",2020,06077,Human infections and non-human activity,2,2,2
"CA, San Mateo",2020,06081,Non-human activity,0,0,0
"CA, Santa Barbara",2020,06083,Non-human activity,0,0,0
"CA, Santa Clara",2020,06085,Human infections and non-human activity,0,0,1
"CA, Shasta",2020,06089,Human infections and non-human activity,2,2,0
"CA, Solano",2020,06095,Human infections and non-human activity,1,1,0
"CA, Stanislaus",2020,06099,Human infections and non-human activity,35,27,4
"CA, Sutter",2020,06101,Human infections and non-human activity,1,1,0
"CA, Tehama",2020,06103,Human infections and non-human activity,2,1,0
"CA, Tulare",2020,06107,Human infections and non-human activity,7,6,0
