FullGeoName,Year,Travel status,County,Count,Legend,Notes
"DC, Washington",2019,Locally acquired,11001,1 to 4,1 to 4,"DC, District of Columbia; In 2019, anti-DENV IgM antibody detected for this case may be a result of an infection that occurred during travel to a dengue-endemic country months prior to illness onset."
"FL, Broward",2019,Locally acquired,12011,1 to 4,1 to 4,"FL, Broward County"
"FL, Hillsborough",2019,Locally acquired,12057,1 to 4,1 to 4,"FL, Hillsborough County"
"NC, Wilson",2019,Locally acquired,37195,1 to 4,1 to 4,"NC, Wilson County; In 2019, route of infection was unable to be confirmed."
"TX, Hidalgo",2019,Locally acquired,48215,1 to 4,1 to 4,"TX, Hidalgo County"
"WV, Wood",2019,Locally acquired,54107,1 to 4,1 to 4,"WV, Wood County; In 2019, probable case, not confirmed."
"PR, Arecibo",2019,Locally acquired,72013,1 to 4,1 to 4,"PR, Arecibo Municipality"
"PR, Bayamon",2019,Locally acquired,72021,1 to 4,1 to 4,"PR, Bayamon Municipality"
"PR, Caguas",2019,Locally acquired,72025,1 to 4,1 to 4,"PR, Caguas Municipality"
"PR, Fajardo",2019,Locally acquired,72053,1 to 4,1 to 4,"PR, Fajardo Municipality"
"PR, Guaynabo",2019,Locally acquired,72061,1 to 4,1 to 4,"PR, Guaynabo Municipality"
"PR, Gurabo",2019,Locally acquired,72063,1 to 4,1 to 4,"PR, Gurabo Municipality"
"PR, Humacao Municipality",2019,Locally acquired,72069,1 to 4,1 to 4,"PR, Humacao Municipality"
"PR, Las Piedras",2019,Locally acquired,72085,1 to 4,1 to 4,"PR, Las Piedras Municipality"
"PR, Luquillo",2019,Locally acquired,72089,1 to 4,1 to 4,"PR, Luquillo Municipality"
"PR, Manati",2019,Locally acquired,72091,1 to 4,1 to 4,"PR, Manati Municipality"
"PR, Nabuabo",2019,Locally acquired,72103,1 to 4,1 to 4,"PR, Naguabo Municipality"
"PR, Patillas",2019,Locally acquired,72109,1 to 4,1 to 4,"PR, Patillas Municipality"
"PR, Penuelas",2019,Locally acquired,72111,1 to 4,1 to 4,"PR, Penuelas Municipality"
"PR, Ponce",2019,Locally acquired,72113,1 to 4,1 to 4,"PR, Ponce Municipality"
"PR, Toa Baja",2019,Locally acquired,72137,1 to 4,1 to 4,"PR, Toa Baja Municipality"
"PR, Trujillo Alto",2019,Locally acquired,72139,1 to 4,1 to 4,"PR, Trujillo Alto Municipality"
"PR, Utuado",2019,Locally acquired,72141,1 to 4,1 to 4,"PR, Utuado Municipality"
"PR, Vega Alta",2019,Locally acquired,72143,1 to 4,1 to 4,"PR, Vega Alta Municipality"
"PR, Vega Baja",2019,Locally acquired,72145,1 to 4,1 to 4,"PR, Vega Baja Municipality"
"PR, Villalba",2019,Locally acquired,72149,1 to 4,1 to 4,"PR, Villalba Municipality"
"PR, Yauco",2019,Locally acquired,72153,1 to 4,1 to 4,"PR, Yauco Municipality"
"VI, St. Thomas",2019,Locally acquired,78030,1 to 4,1 to 4,"VI, Saint Thomas Island"
"FL, Miami-Dade",2019,Locally acquired,12086,16,5 to 49,"FL, Miami-Dade County"
"GU, Guam",2019,Locally acquired,66010,13,5 to 49,"GU, Guam"
"PR, Canovanas",2019,Locally acquired,72029,5,5 to 49,"PR, Canovanas Municipality"
"PR, Carolina",2019,Locally acquired,72031,11,5 to 49,"PR, Carolina Municipality"
"PR, San Juan",2019,Locally acquired,72127,30,5 to 49,"PR, San Juan Municipality"
